group,n,mean,median,std,q25,q75,iqr
Hispanic,8,0.9746271127096066,0.9772292397894822,0.00888884561774363,0.9723160830120038,0.9798924209037156,0.0075763378917118596
Non-Hispanic,66,0.9681465598154844,0.9721961054784867,0.012926577837353355,0.9645388253775128,0.9745974410380507,0.010058615660537895
