label,dir,dpd,best_group,worst_group,best_mean,worst_mean
gold,0.9837523356198926,0.014643774855491953,White,Non-White,0.9012849178138409,0.886641142958349
silver,0.9976928180578803,0.002247483567381914,White,Non-White,0.9741249818023259,0.971877498234944
