group,n,mean,median,std,q25,q75,iqr
Non-White,23,3.7092297565474546,0.9722718241315028,5.714839468351665,0.6875,3.990000009536743,3.302500009536743
White,53,2.5725683556039924,0.859400749206543,4.5154920555867735,0.6875,1.7188048362731934,1.0313048362731934
