group,n,mean,median,std,q25,q75,iqr
Hispanic,12,3.6221431302611067,1.015600562095642,6.362782629105613,0.0,1.796875,1.796875
Non-Hispanic,211,1.457858783399864,0.34375,5.185834829564819,0.0,0.6875,0.6875
