mean_width,std_width,min_width,max_width,mean_height,std_height,min_height,max_height,mean_n_slices,std_n_slices,min_n_slices,max_n_slices,mean_spacing_x,std_spacing_x,mean_spacing_y,std_spacing_y,mean_spacing_z,std_spacing_z
449.6764940239044,124.47660328755657,56,768,450.0398406374502,123.99113131314151,256,768,15.608764940239045,14.085037464321408,12,512,0.5299432748104946,0.1514233090673272,0.5295355307865903,0.15084441477104135,3.9526758309854455,0.19528922827856285
