group,n,mean,median,std,q25,q75,iqr
Black,16,3.5437178889494234,1.5171481668872377,4.826804852517529,0.8298859120657514,2.7636483720339244,1.933762459968173
Other,7,2.3738177615741263,1.375,2.480398496649373,1.074250340461731,2.698437452316284,1.6241871118545532
White,53,2.2071582051820693,1.1123983672655529,2.4323320418181558,0.7335410276542376,2.774650518877812,2.0411094912235743
