label,dir,dpd,best_group,worst_group,best_mean,worst_mean
gold,0.9977545534226507,0.002016201134276252,<53,>=53,0.897906525416592,0.8958903242823157
silver,0.9964066845945749,0.0035040767994559685,<53,>=53,0.975165384637717,0.971661307838261
