group,n,mean,median,std,q25,q75,iqr
40-60,29,0.9041633110279631,0.9124662788233151,0.026107128352436525,0.8983493634061099,0.920655328254147,0.02230596484803704
60+,26,0.8939190464611108,0.8977605583735995,0.031050788756526154,0.8749774888175175,0.9179298654659032,0.04295237664838569
<40,21,0.8996067477254012,0.9300022161847445,0.0943130474355798,0.9096006514070781,0.9329161838875785,0.023315532480500334
