group,n,mean,median,std,q25,q75,iqr
40-60,29,0.9722274843344958,0.9770674874294573,0.01759320226269614,0.9736919723934183,0.9790543226229766,0.0053623502295583325
60+,26,0.9711794092902782,0.9737086520351449,0.011175342103467949,0.9697638509485509,0.9786165836002039,0.008852732651652984
<40,21,0.9779307051275892,0.9795716399325445,0.01009289736108106,0.976539354362432,0.9835128134475264,0.006973459085094391
