label,dir,dpd,best_group,worst_group,best_mean,worst_mean
all,0.9987664551763468,0.0011693277888500386,Black,White,0.9479410609392745,0.9467717331504245
gold,0.970431070686169,0.026650030026459492,White,Black,0.9012849178138409,0.8746348877873814
silver,0.9921429295507499,0.007692108362289951,White,Black,0.9790046318121131,0.9713125234498231
