group,n,mean,median,std,q25,q75,iqr
<56,109,0.9306042197937808,0.9671637885923601,0.07401812481929534,0.8975501113585747,0.9793545800761676,0.08180446871759295
>=56,115,0.9406918919394947,0.9703224065830298,0.05673068367756622,0.9116761458681834,0.978509523921366,0.06683337805318268
