group,n,mean,median,std,q25,q75,iqr
Hispanic,8,0.979803883391963,0.9826040477773603,0.010310207529763178,0.9807646693334457,0.9854545976394173,0.004689928305971591
Non-Hispanic,66,0.9797659494602518,0.9819375906745366,0.01083806281290328,0.9784997066476363,0.9849158544617213,0.006416147814084949
