group,n,mean,median,std,q25,q75,iqr
<53,36,0.975165384637717,0.9782866255412883,0.01622292091521951,0.975548821422735,0.9819477961914875,0.006398974768752508
>=53,39,0.971661307838261,0.9753104671987933,0.011384501248960302,0.9704708695384756,0.978762522131589,0.008291652593113374
