group,n,mean,median,std,q25,q75,iqr
Hispanic,8,0.9747141773556904,0.9783019260500041,0.008113364906433525,0.9721089544935574,0.9802876931273309,0.008178738633773497
Non-Hispanic,66,0.9675944115626368,0.9713178027447082,0.01529701731984591,0.964192260019281,0.9755174653375879,0.01132520531830683
