group,n,mean,median,std,q25,q75,iqr
Hispanic,8,0.9772154980507848,0.9798690473158764,0.009555404684753396,0.9766355691078141,0.9826735092715665,0.006037940163752364
Non-Hispanic,66,0.973956254637868,0.9770108047451177,0.011322459549452131,0.9722581052157389,0.9796131209004086,0.007355015684669786
