group,n,mean,median,std,q25,q75,iqr
Hispanic,8,0.908094060018714,0.9099854923610416,0.031181600930742136,0.9058823523316919,0.9124662788233151,0.006583926491623204
Non-Hispanic,66,0.8989383279761347,0.9134451201647787,0.05738351278269996,0.8951448765324695,0.9279366186377386,0.03279174210526903
