group,n,mean,median,std,q25,q75,iqr
Non-White,23,0.971877498234944,0.9759543033913272,0.013489626098238268,0.9716991716229726,0.9801704147623413,0.008471243139368756
White,53,0.9741249818023259,0.9773603941824129,0.014101798280311877,0.973390160848189,0.9803302963532288,0.006940135505039802
