mean_width,std_width,min_width,max_width,mean_height,std_height,min_height,max_height,mean_n_slices,std_n_slices,min_n_slices,max_n_slices,mean_spacing_x,std_spacing_x,mean_spacing_y,std_spacing_y,mean_spacing_z,std_spacing_z
449.99043062200957,124.02823831199453,256,768,449.99043062200957,124.02823831199453,256,768,15.212918660287082,1.3184644620437316,12,25,0.5295684289371378,0.15090009197676288,0.5295684289371378,0.15090009197676288,3.9554385060898993,0.16906225583330606
