series_submitter_id,width,height,n_slices,spacing_x,spacing_y,spacing_z,physical_width,physical_height,physical_depth
1.2.826.0.1.3680043.10.474.593973.22529,56,512,512,1.0,0.48828125,0.48828125,56.0,250.0,250.0
