label,dir,dpd,best_group,worst_group,best_mean,worst_mean
all,0.9969880964239781,0.0028601998148025665,Other,White,0.9496319329652271,0.9467717331504245
gold,0.9568429995287925,0.039449124133178914,Other,Black,0.9140840119205603,0.8746348877873814
silver,0.9898601615034416,0.009949841907473944,Other,Black,0.981262365357297,0.9713125234498231
