label,dir,dpd,best_group,worst_group,best_mean,worst_mean
all,0.9883330165242111,0.011119110522180398,>=56,<56,0.9530407363012534,0.941921625779073
gold,0.9977545534226507,0.002016201134276252,<53,>=53,0.897906525416592,0.8958903242823157
silver,0.9977889047356391,0.0021618013748405662,>=58,<58,0.9777061213440532,0.9755443199692126
