group,n,mean,median,std,q25,q75,iqr
Non-White,23,0.8638457661493856,0.8898412698412699,0.09552553212560333,0.8620193528366293,0.91257839933424,0.05055904649761067
White,53,0.8756136298637262,0.8839937940396922,0.04178496856163537,0.8570778679202365,0.9075480846937126,0.05047021677347607
