group,n,mean,median,std,q25,q75,iqr
Non-White,23,3.187661328443898,1.375,4.226807017150911,0.8298859120657514,2.7636483720339244,1.933762459968173
White,53,2.2071582051820693,1.1123983672655529,2.4323320418181558,0.7335410276542376,2.774650518877812,2.0411094912235743
