label,dir,dpd,best_group,worst_group,best_rate,worst_rate
mixed,0.9375,0.0625,Other,Black,1.0,0.9375
gold_trained,0.9375,0.0625,Other,Black,1.0,0.9375
silver_trained,0.9375,0.0625,Other,Black,1.0,0.9375
