group,n,mean,median,std,q25,q75,iqr
Hispanic,8,0.9091854915257419,0.909456739491253,0.02913659084431575,0.9065874153137446,0.9130042866419896,0.006416871328244977
Non-Hispanic,66,0.8987055359863275,0.9126376088768735,0.05625044467040573,0.8939005848067287,0.9255621078903538,0.03166152308362502
