group,n,mean,median,std,q25,q75,iqr
Black,16,0.839078294957215,0.8722257437843599,0.11504013364717501,0.8335153500788739,0.9010945942162873,0.06757924413741345
White,53,0.8660836231861765,0.8799890874369117,0.05131905655648896,0.8559967910148416,0.8991097922848664,0.04311300127002482
