label,dir,dpd,best_group,worst_group,best_rate,worst_rate
mixed,0.9749163879598662,0.024610336341263306,White,Non-White,0.9811320754716981,0.9565217391304348
gold_trained,0.9862778730703259,0.01312551271534046,Non-White,White,0.9565217391304348,0.9433962264150944
silver_trained,0.9749163879598662,0.024610336341263306,White,Non-White,0.9811320754716981,0.9565217391304348
