group,n,mean,median,std,q25,q75,iqr
40-60,29,0.9191892681748354,0.9334666665611422,0.033449757049630276,0.9093807865035471,0.9407063818316304,0.03132559532808321
60+,26,0.9160059058363432,0.9208010701679595,0.029089521022512603,0.9086533569557206,0.9326821594089485,0.024028802453227915
<40,21,0.9121969270876293,0.9366950954449198,0.09614180401806027,0.9134975511281699,0.9506576439765668,0.03716009284839694
