group,n,mean,median,std,q25,q75,iqr
Black,16,0.8878705072648237,0.9211071352171043,0.11199037134896274,0.8995723901636249,0.9376095699700938,0.038037179806468924
Other,7,0.929462726682888,0.9244592601107343,0.026062765391946217,0.9217819324950364,0.9553743808126386,0.03359244831760222
White,53,0.9199518268375905,0.9292849133097559,0.03230958371231672,0.9134441717223174,0.9384923322347134,0.025048160512396
