label,dir,dpd,best_group,worst_group,best_rate,worst_rate
mixed,0.9696969696969697,0.030303030303030276,Hispanic,Non-Hispanic,1.0,0.9696969696969697
gold_trained,0.9545454545454546,0.045454545454545414,Hispanic,Non-Hispanic,1.0,0.9545454545454546
silver_trained,0.9696969696969697,0.030303030303030276,Hispanic,Non-Hispanic,1.0,0.9696969696969697
