group,n,mean,median,std,q25,q75,iqr
Non-White,23,0.8800659271412311,0.8966084066999442,0.09130269709285523,0.8852397872269919,0.9281410421835762,0.042901254956584256
White,53,0.8958840591633082,0.9077000875720109,0.03438881386129493,0.8863811362180376,0.9174318760314144,0.031050739813376804
