label,dir,dpd,best_group,worst_group,best_rate,worst_rate
mixed,0.9523809523809523,0.04761904761904767,40-60,<40,1.0,0.9523809523809523
gold_trained,0.9560439560439561,0.04244031830238726,40-60,60+,0.9655172413793104,0.9230769230769231
silver_trained,0.9523809523809523,0.04761904761904767,40-60,<40,1.0,0.9523809523809523
