group,n,mean,median,std,q25,q75,iqr
Female,38,0.907898182401413,0.9150898644863652,0.03140883444571146,0.895889427977886,0.9319902885515468,0.0361008605736608
Male,38,0.8905899618145902,0.9067378355983066,0.06808586546374573,0.8898604661399456,0.9198627536382817,0.03000228749833611
