group,n,mean,median,std,q25,q75,iqr
Female,38,0.8753334123175002,0.8908445858670007,0.046181192674668914,0.863007282298178,0.9057345879702229,0.04272730567204486
Male,38,0.85671830142334,0.8694613605506476,0.07464506487306737,0.8510427323961659,0.8981651955772121,0.04712246318104618
