group,n,mean,median,std,q25,q75,iqr
Hispanic,8,0.9188810196105689,0.9222687548442092,0.029409661068307526,0.9134441717223174,0.9292849133097559,0.015840741587438534
Non-Hispanic,66,0.9141208385128133,0.929198159948309,0.06225454931121481,0.9106191268680552,0.9405546742345129,0.02993554736645765
