group,n,mean,median,std,q25,q75,iqr
Female,38,0.898864860976939,0.9098496437591452,0.039407876350346704,0.8883947894426734,0.9235321947838027,0.0351374053411293
Male,38,0.883329124809999,0.896854001037769,0.0710648546771843,0.878321458541179,0.913635329734939,0.03531387119375995
