property,mean,std,n_outliers_2sigma,n_outliers_3sigma,pct_2sigma,pct_3sigma
width,454.41604010025065,123.04549186118524,2,0,0.3%,0.0%
height,454.41604010025065,123.04549186118524,2,0,0.3%,0.0%
n_slices,15.19548872180451,1.3307971401019423,50,10,6.3%,1.3%
spacing_x,0.524514566313354,0.15063960814448904,14,0,1.8%,0.0%
spacing_y,0.524514566313354,0.15063960814448904,14,0,1.8%,0.0%
spacing_z,3.9641228092642953,0.15805332065616995,43,37,5.4%,4.6%
