label,dir,dpd,best_group,worst_group,best_mean,worst_mean
gold,0.9568429995287925,0.039449124133178914,Other,Black,0.9140840119205603,0.8746348877873814
silver,0.9905119625546289,0.009282477920327659,Other,Black,0.9783348741795198,0.9690523962591922
