group,n,mean,median,std,q25,q75,iqr
Black,16,0.8772446107413377,0.9054818906039253,0.10469508080054934,0.8918109494146504,0.9305052747698457,0.038694325355195236
Other,7,0.9165459425665734,0.9096006514070781,0.021252298227333998,0.9058823523316919,0.945513682873087,0.039631330541395116
White,53,0.9038233501925624,0.9142366011509074,0.029237925437158276,0.8932966526646209,0.9238355221870774,0.030538869522456547
