group,n,mean,median,std,q25,q75,iqr
Female,38,0.9250963487838199,0.9337538187829757,0.03227004000780683,0.910847092545009,0.9443928902848169,0.033545797739807925
Male,38,0.9181361624642717,0.9326306014703878,0.07292484793343679,0.9248425377315247,0.9434331416484897,0.018590603916964987
