label,dir,dpd,best_group,worst_group,best_mean,worst_mean
gold,0.970431070686169,0.026650030026459492,White,Black,0.9012849178138409,0.8746348877873814
silver,0.9947926748231541,0.005072585543133723,White,Black,0.9741249818023259,0.9690523962591922
