mean_width,std_width,min_width,max_width,mean_height,std_height,min_height,max_height,mean_n_slices,std_n_slices,min_n_slices,max_n_slices,mean_spacing_x,std_spacing_x,mean_spacing_y,std_spacing_y,mean_spacing_z,std_spacing_z
454.41604010025065,123.04549186118523,256,768,454.41604010025065,123.04549186118523,256,768,15.19548872180451,1.330797140101942,12,22,0.524514566313354,0.15063960814448904,0.524514566313354,0.15063960814448904,3.9641228092642953,0.15805332065616995
