group,n,mean,median,std,q25,q75,iqr
40-60,86,0.9360965102658824,0.9695057535242466,0.06178353264282268,0.8938523099308839,0.9794465257798108,0.0855942158489269
60+,97,0.9370465942291292,0.9674577490111471,0.060074327884753156,0.9011422424832249,0.9779902579830416,0.07684801549981668
<40,45,0.9298962635014882,0.9669444190092482,0.08414059949592789,0.9086725382845354,0.9788296860133207,0.07015714772878523
