group,n,mean,median,std,q25,q75,iqr
Black,65,0.9571844020526551,0.9813561635821129,0.07446718662629796,0.959167078824052,0.9852423735182592,0.026075294694207107
Other,19,0.9610418365444419,0.9822200141517246,0.033071009559707334,0.9443928902848169,0.9847717189065407,0.04037882862172382
White,144,0.9601991535672306,0.9762384564777482,0.033380259552378166,0.9398548379640331,0.9865855135658915,0.046730675601858396
